DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
01/01/2019,8,4,7,3,8,4,0,82,10,1032,17.75,8,3,3,116,116,113,0,3,8.7,météo très défavorable
02/01/2019,4,-1,16,1,4,-1,0,71,10,1033,0,4,0,-5,113,113,113,0,2,8.7,météo très défavorable
03/01/2019,3,0,12,-2,2,1,0,63,10,1033,0.5,3,0,-4,113,113,113,0,2,8.7,météo très défavorable
04/01/2019,3,-1,8,-2,2,1,0,62,10,1034,14.75,3,0,-3,116,116,116,0,2,8.7,météo très défavorable
05/01/2019,0,-2,13,-2,-1,-2,0,82,10,1033,12.375,0,0,-7,116,116,116,0,2,8.7,météo très défavorable
06/01/2019,3,1,13,0,3,2,0,89,10,1031,23.75,3,0,-2,116,116,116,0,2,8.7,météo très défavorable
07/01/2019,3,1,9,0,3,1,0,89,10,1032,19.625,3,0,-1,116,116,116,0,2,8.7,météo très défavorable
08/01/2019,5,3,11,0,5,3,0.2,93,8.375,1032,58.375,5,2,0,116,116,176,0,2,3.4,météo très défavorable
09/01/2019,2,-1,15,0,1,-1,7.3,90,6.25,1020,74.75,2,1,-5,329,338,335,5.8,1,3.4,météo très défavorable
10/01/2019,0,-1,12,-2,0,-1,1.2,77,8.375,1022,61.375,0,0,-5,338,323,116,0.7,1,6.9,météo très défavorable
11/01/2019,-3,-5,10,-3,-3,-5,0,74,10,1027,17,0,0,-8,116,116,116,0,2,8.7,météo très défavorable
12/01/2019,3,0,11,-2,3,1,0,89,10,1027,28.125,3,0,-3,116,116,116,0,2,8.7,météo très défavorable
13/01/2019,6,4,10,3,6,5,4.1,93,8.375,1023,65.875,6,4,2,263,116,176,0,2,5.2,météo très défavorable
14/01/2019,6,3,12,5,6,3,23.9,96,8.75,1021,75.75,6,4,0,302,353,176,0,2,5.2,météo très défavorable
15/01/2019,6,3,8,1,6,5,0,71,10,1023,2.25,6,0,1,116,116,116,0,2,8.7,météo très défavorable
16/01/2019,9,5,8,3,9,6,0,67,10,1022,5.875,9,0,4,116,116,116,0,3,8.7,météo très défavorable
17/01/2019,6,2,7,4,6,2,6.1,94,9.375,1018,48.375,6,3,1,116,116,296,0,3,5.2,météo très défavorable
18/01/2019,2,1,9,0,2,1,0.2,87,9.625,1018,41.125,2,0,-2,323,116,323,0,1,8.7,météo très défavorable
19/01/2019,6,2,6,0,5,3,0,74,10,1018,22.25,6,0,1,116,116,116,0,2,8.7,météo très défavorable
20/01/2019,7,3,5,0,6,4,0,74,10,1016,21,7,0,1,116,116,116,0,2,8.7,météo très défavorable
21/01/2019,3,0,8,-1,3,0,0,87,10,1019,36.25,3,0,-2,116,116,116,0,2,8.7,météo très défavorable
22/01/2019,3,1,4,-2,3,2,0,68,10,1018,25.625,3,0,0,116,116,116,0,2,8.7,météo très défavorable
23/01/2019,1,-3,9,-1,1,-3,9.6,94,7,1004,78.25,1,0,-7,119,119,338,8.1,2,3.5,météo très défavorable
24/01/2019,-2,-3,13,-3,-2,-3,1.7,81,7.375,1012,62,0,0,-7,332,116,323,1.4,1,7,météo très défavorable
25/01/2019,0,-4,14,-5,-1,-2,0.1,65,9.625,1018,20.625,0,0,-8,116,116,116,0.1,1,8.7,météo très défavorable
26/01/2019,7,2,9,-1,6,3,0,80,10,1019,32.75,7,2,0,116,116,116,0,2,8.7,météo très défavorable
27/01/2019,7,3,12,3,7,3,16.4,91,8.25,1011,73.625,7,2,1,116,293,353,0,2,3.5,météo très défavorable
28/01/2019,1,-1,12,-2,1,0,12.9,88,6.125,1009,70,1,0,-4,338,116,179,10.5,1,7,météo très défavorable
29/01/2019,4,-1,10,-2,3,2,0.9,81,7.625,1012,66.25,4,0,-2,371,116,119,0.5,1,5.2,météo très défavorable
30/01/2019,1,-2,7,1,1,-2,13.1,91,5.375,1005,68.25,1,0,-3,335,338,116,11.1,1,8.2,météo très défavorable
31/01/2019,7,2,10,0,6,5,2.8,78,7,1004,59.375,7,2,0,338,116,176,1.7,2,9.8,météo très défavorable
01/02/2019,6,5,8,5,6,5,40.5,94,6.625,998,81.75,6,5,4,302,299,302,0,2,4.9,météo très défavorable
02/02/2019,5,2,8,2,5,2,16.2,96,6.625,1002,82.375,5,2,-1,176,119,143,3.7,1,4.9,météo très défavorable
03/02/2019,0,-1,15,0,0,-1,20.5,94,2.25,1021,97.125,0,0,-5,338,338,338,17.4,1,5,météo très défavorable
04/02/2019,4,-1,5,-4,4,1,0.4,83,9.125,1028,27.625,4,0,-3,116,116,116,0.3,1,9.9,météo très défavorable
05/02/2019,4,2,6,2,4,2,0,79,12.5,1028,19.625,4,0,1,116,113,113,0,2,10,météo très défavorable
06/02/2019,8,3,5,2,8,3,0,75,10,1028,4.375,8,1,3,116,113,116,0,3,10,météo très défavorable
07/02/2019,8,6,6,3,8,6,0.5,91,9.375,1026,49.25,8,4,5,116,116,263,0,3,10,météo très défavorable
08/02/2019,10,5,6,3,9,9,0,81,10,1024,33.625,11,5,5,116,116,116,0,2,10.1,météo très défavorable
09/02/2019,13,8,7,5,13,11,0,75,17.5,1022,14.125,13,6,8,116,116,116,0,4,10.1,météo correcte
10/02/2019,10,7,13,6,10,7,6.9,82,12.25,1020,66.75,10,4,5,119,119,293,0,3,5.1,météo défavorable
11/02/2019,3,1,9,1,2,1,16.3,90,9.375,1029,78.625,3,1,-2,371,371,338,9.3,1,5.1,météo très défavorable
12/02/2019,5,2,12,0,5,2,0,72,12.125,1033,7.25,5,0,0,116,116,116,0,2,10.6,météo très défavorable
13/02/2019,11,7,5,2,11,9,0,56,12.5,1036,4,11,0,6,116,113,113,0,3,10.6,météo défavorable
14/02/2019,14,8,5,4,13,13,0,53,13.75,1037,6.75,15,1,7,116,116,116,0,4,10.6,météo correcte
15/02/2019,18,11,6,6,17,17,0,51,12.875,1034,2,19,4,10,113,113,113,0,4,10.7,météo favorable
16/02/2019,18,11,6,7,17,17,0,58,14.625,1032,0,19,5,10,113,113,113,0,4,10.7,météo favorable
17/02/2019,17,10,6,6,15,14,0,60,15,1030,0.625,17,4,9,113,113,113,0,4,10.7,météo correcte
18/02/2019,13,9,7,5,13,11,0,57,11.625,1027,5,13,0,8,113,113,116,0,4,10.8,météo correcte
19/02/2019,12,8,5,4,12,9,0,61,11.25,1025,7,12,2,7,116,116,116,0,3,10.8,météo défavorable
20/02/2019,13,8,6,5,12,11,0,65,10,1027,5.625,14,4,8,116,116,116,0,4,10.8,météo correcte
21/02/2019,13,9,7,5,13,10,0,71,10,1030,3.625,13,4,9,116,116,116,0,4,10.8,météo correcte
22/02/2019,13,8,13,6,11,11,0,73,10,1030,0.5,13,6,7,113,113,116,0,3,10.9,météo correcte
23/02/2019,16,10,5,7,15,14,0,71,18.375,1031,2,16,7,10,113,116,113,0,4,10.9,météo correcte
24/02/2019,15,10,6,6,14,12,0,71,11.25,1034,2.5,15,7,10,116,113,113,0,4,10.9,météo correcte
25/02/2019,17,11,4,7,16,15,0,67,10,1034,2.375,18,7,10,113,116,113,0,4,11,météo correcte
26/02/2019,19,13,5,9,18,17,0,53,10,1033,3.75,19,5,12,116,116,116,0,5,11,météo favorable
27/02/2019,19,13,4,8,18,18,0,57,10,1029,0.25,19,7,13,113,113,113,0,5,11,météo favorable
28/02/2019,15,11,10,10,15,11,0,68,10,1026,2.875,15,6,11,113,116,116,0,4,11.1,météo correcte
01/03/2019,10,7,10,6,10,7,1.4,81,8.125,1023,41.75,10,5,6,116,116,176,0,3,8.6,météo défavorable
02/03/2019,10,4,7,4,10,4,6.6,88,8.5,1022,35.75,10,4,3,116,116,299,0,2,10.1,météo très défavorable
03/03/2019,14,10,8,5,13,11,0,58,10,1023,14.625,14,1,9,116,116,116,0,4,11.2,météo correcte
04/03/2019,11,6,12,9,10,6,7.7,70,8.625,1016,66.25,11,5,5,122,263,353,0,3,7.1,météo défavorable
05/03/2019,12,7,5,3,11,10,0.1,67,10,1017,25.125,12,1,7,116,116,116,0,2,11.2,météo défavorable
06/03/2019,15,10,15,5,15,11,0,61,10,1017,25,15,4,8,116,116,116,0,4,11.2,météo correcte
07/03/2019,11,9,9,8,11,9,7,76,9,1014,61,11,6,8,176,176,176,0,4,7.1,météo défavorable
08/03/2019,12,8,6,4,11,9,0,71,10,1023,20.25,12,3,8,116,116,116,0,3,11.3,météo défavorable
09/03/2019,12,8,3,6,10,11,0.7,81,9.375,1025,52.625,12,8,8,116,176,176,0,3,7.1,météo défavorable
10/03/2019,13,10,7,10,13,10,3,85,8.625,1025,71,13,8,9,176,116,353,0,3,7.2,météo défavorable
11/03/2019,7,2,15,4,5,2,11.2,85,8.875,1031,75.5,7,5,-1,176,176,365,1.1,1,5.9,météo très défavorable
12/03/2019,14,7,9,1,13,12,0.2,43,9.875,1032,24.5,14,0,6,116,116,116,0,2,11.6,météo correcte
13/03/2019,8,5,9,4,7,5,11.2,76,9.125,1021,75.625,8,3,3,299,116,353,0,2,8.8,météo très défavorable
14/03/2019,7,4,8,2,7,6,15.5,83,7.75,1023,87.125,7,4,3,182,119,296,0.2,2,5.9,météo très défavorable
15/03/2019,10,8,10,7,9,9,39.4,95,6.25,1022,89.875,10,8,7,302,296,266,0,2,6,météo très défavorable
16/03/2019,20,10,7,6,16,18,0.1,74,8.625,1023,21.75,20,7,9,116,116,113,0,3,11.6,météo favorable
17/03/2019,17,11,10,9,17,11,4.3,82,16.75,1016,30.5,17,6,11,113,116,353,0,4,10.2,météo correcte
18/03/2019,6,3,16,2,5,4,3.3,82,17.625,1022,62,6,1,0,371,362,116,0.6,1,7.4,météo très défavorable
19/03/2019,7,4,13,1,7,4,0,64,11.25,1027,8.875,7,0,1,116,113,116,0,2,11.6,météo très défavorable
20/03/2019,9,6,9,2,9,7,0,61,10,1031,3.75,10,0,5,116,116,116,0,3,11.6,météo défavorable
21/03/2019,15,9,8,5,14,12,0,64,10,1032,0.75,15,5,10,113,113,113,0,4,11.6,météo correcte
22/03/2019,18,12,7,6,18,17,0,54,10,1032,6.625,19,4,12,116,113,113,0,4,11.6,météo favorable
23/03/2019,18,12,8,7,17,15,0,65,10,1029,22.125,18,8,12,122,113,116,0,4,11.6,météo favorable
24/03/2019,19,14,8,9,19,14,0,71,10,1026,2,19,9,15,116,116,116,0,5,11.6,météo favorable
25/03/2019,10,7,17,7,7,8,0.4,84,8.375,1023,43.375,10,7,5,143,116,116,0,3,10.2,météo défavorable
26/03/2019,9,4,15,2,7,7,0,63,10,1026,7.875,9,0,1,116,116,116,0,3,11.6,météo très défavorable
27/03/2019,11,6,10,3,10,8,0,64,10,1028,5.625,11,0,5,116,116,116,0,3,11.6,météo défavorable
28/03/2019,11,7,8,4,11,7,0,70,18.375,1030,12.625,11,2,7,116,116,116,0,3,11.6,météo défavorable
29/03/2019,14,11,6,6,14,12,0,58,20,1032,12.375,14,2,11,116,116,116,0,4,11.6,météo correcte
30/03/2019,17,12,5,7,15,16,0,55,20,1030,7.625,17,4,12,116,116,116,0,4,11.6,météo correcte
31/03/2019,18,13,6,7,18,15,0,59,11.25,1024,5.75,18,6,13,116,116,116,0,5,11.6,météo favorable
01/04/2019,19,15,6,9,19,15,0.1,60,10,1018,16.625,19,7,14,116,116,116,0,5,11.6,météo favorable
02/04/2019,17,13,12,9,17,15,0.1,52,10,1017,41.375,18,4,13,116,116,119,0,4,10.3,météo correcte
03/04/2019,11,5,10,7,11,5,31,92,8.5,1011,62.25,11,5,4,116,116,308,0,2,7.7,météo très défavorable
04/04/2019,4,2,6,1,3,3,29.5,95,5.5,1004,69.875,4,3,1,338,338,176,17.3,1,7.8,météo très défavorable
05/04/2019,10,7,6,0,10,9,0,66,10,1006,12.375,10,2,6,116,116,116,0,3,11.6,météo défavorable
06/04/2019,10,3,6,4,8,3,6.2,89,8.875,1005,53.5,10,4,1,116,116,293,0,3,9.1,météo très défavorable
07/04/2019,8,4,5,5,8,4,13.8,86,7,1010,94,8,5,4,296,296,266,0,2,6.5,météo très défavorable
08/04/2019,8,6,6,4,8,6,0.3,78,9.625,1012,52.875,8,4,6,116,116,176,0,2,7.8,météo très défavorable
09/04/2019,11,7,6,5,11,7,1.7,75,9.875,1012,32,11,5,7,116,116,176,0,3,9.1,météo défavorable
10/04/2019,11,8,9,7,10,10,1.3,87,6.75,1009,65.375,11,7,7,143,119,353,0,2,7.8,météo défavorable
11/04/2019,7,5,12,7,6,5,1.7,90,5.625,1013,83.625,7,7,3,248,176,353,0,2,6.6,météo très défavorable
12/04/2019,11,7,12,5,9,9,0.2,86,7,1016,61,11,5,5,143,116,119,0,2,8,météo défavorable
13/04/2019,10,7,9,4,9,8,0,76,9.625,1018,21.125,10,3,6,116,116,116,0,2,11.6,météo défavorable
14/04/2019,10,5,12,2,9,7,0,60,10,1019,5.5,10,2,3,116,116,116,0,3,11.6,météo très défavorable
15/04/2019,17,12,8,5,17,15,0,59,10,1021,5.125,17,5,12,116,116,116,0,4,11.6,météo correcte
16/04/2019,11,7,7,8,11,7,0.4,74,10,1021,53.75,11,5,7,116,116,176,0,4,8,météo défavorable
17/04/2019,17,15,5,8,17,16,0,62,10,1022,11.5,17,8,14,116,116,116,0,5,11.6,météo correcte
18/04/2019,20,14,5,11,20,14,0,68,10,1023,15.5,20,8,14,116,116,116,0,5,11.6,météo favorable
19/04/2019,20,17,5,11,20,17,2.5,70,9.625,1028,33.75,20,10,17,116,116,176,0,5,10.4,météo favorable
20/04/2019,22,17,6,11,22,20,0.9,54,9.875,1029,22.625,23,8,17,116,116,116,0,4,11.6,météo favorable
21/04/2019,17,15,5,12,15,15,0,61,10,1024,34.75,17,7,15,116,119,116,0,4,10.4,météo correcte
22/04/2019,21,17,6,11,21,18,0.2,53,10,1015,35.75,22,5,17,176,116,116,0,5,11.6,météo favorable
23/04/2019,16,12,5,12,16,12,1.7,78,9.25,1002,45.125,16,8,12,176,116,353,0,4,10.4,météo correcte
24/04/2019,12,8,16,11,9,8,11.4,84,9.125,1012,42.625,12,8,6,116,293,176,0,4,9.3,météo défavorable
25/04/2019,16,12,19,9,16,12,1,57,9.875,1013,23.875,16,4,12,116,116,116,0,4,11.6,météo correcte
26/04/2019,12,10,8,6,12,10,28.4,78,8,1020,73.75,12,7,9,302,116,176,0,3,9.3,météo très défavorable
27/04/2019,12,10,7,7,10,11,2,79,8.375,1022,64.75,12,7,10,263,116,176,0,4,9.3,météo défavorable
28/04/2019,10,7,11,6,9,8,2.2,77,9.625,1023,53.875,10,5,5,176,176,176,0,2,8.2,météo défavorable
29/04/2019,9,7,13,4,8,9,0.1,71,10,1021,39.125,9,3,5,176,116,116,0,3,10.5,météo défavorable
30/04/2019,12,10,11,5,12,10,0.1,73,9.375,1020,23.625,12,5,9,116,116,116,0,4,10.5,météo défavorable
01/05/2019,17,15,6,10,16,16,0,67,8.625,1016,9.75,17,9,15,116,113,116,0,4,11.6,météo correcte
02/05/2019,13,11,7,11,13,11,9.6,83,9,1015,63.25,13,10,11,116,176,176,0,4,7.1,météo correcte
03/05/2019,10,9,9,7,9,10,0.6,84,8.375,1013,61.125,10,8,7,143,176,353,0,3,7.1,météo défavorable
04/05/2019,10,8,9,6,9,8,2.2,84,7.25,1010,68,10,6,7,143,176,353,0,2,10.5,météo défavorable
05/05/2019,6,2,21,0,5,5,3.2,80,6.125,1015,73.125,6,1,-3,338,338,176,1.2,1,8.3,météo très défavorable
06/05/2019,12,6,14,2,11,10,0,58,10,1020,10.75,12,2,3,116,116,116,0,3,11.6,météo défavorable
07/05/2019,19,13,6,6,19,17,0,52,10,1021,24.375,19,5,13,116,116,116,0,5,11.6,météo favorable
08/05/2019,12,11,12,9,11,12,18.1,89,8.375,1016,70.875,12,10,10,263,299,299,0,4,7.2,météo très défavorable
09/05/2019,13,8,10,9,12,12,2.1,73,9.75,1011,60.625,12,8,11,176,176,176,0,3,8.3,météo correcte
10/05/2019,19,16,6,10,18,19,0,60,10,1014,14.5,19,10,16,116,116,116,0,5,11.6,météo favorable
11/05/2019,14,10,10,13,13,10,9,87,9.125,1019,71.875,14,11,9,176,353,356,0,4,7.2,météo défavorable
12/05/2019,14,7,24,6,11,12,0.9,83,7.875,1024,52.25,14,7,5,143,176,116,0,3,9.4,météo correcte
