DATE,MAX_TEMPERATURE_C,MIN_TEMPERATURE_C,WINDSPEED_MAX_KMH,TEMPERATURE_MORNING_C,TEMPERATURE_NOON_C,TEMPERATURE_EVENING_C,PRECIP_TOTAL_DAY_MM,HUMIDITY_MAX_PERCENT,VISIBILITY_AVG_KM,PRESSURE_MAX_MB,CLOUDCOVER_AVG_PERCENT,HEATINDEX_MAX_C,DEWPOINT_MAX_C,WINDTEMP_MAX_C,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX,SUNHOUR,OPINION
15/01/2020,9,3,9,3,8,6,0,75,10,1028,8.625,9,4,3,116,116,116,0,1,8.7,météo très défavorable
16/01/2020,10,2,6,3,9,7,0,68,10,1030,7.5,10,3,4,116,116,116,0,1,8.7,météo très défavorable
17/01/2020,8,-3,7,4,8,0,40.3,94,7.5,1028,62.375,8,5,4,116,119,308,0,1,3.4,météo très défavorable
18/01/2020,4,1,10,3,4,2,8.1,93,9.25,1029,52.375,4,3,0,296,116,116,0,1,8.7,météo très défavorable
19/01/2020,3,-1,9,-1,2,1,0.4,84,8.5,1034,43.75,3,0,-2,116,329,371,0.3,1,5.2,météo très défavorable
20/01/2020,5,-4,6,-2,4,2,0,59,10,1041,30.375,5,0,0,116,116,116,0,1,8.7,météo très défavorable
21/01/2020,6,0,4,0,6,4,0,61,10,1041,30.125,6,0,2,116,116,116,0,1,6.9,météo très défavorable
22/01/2020,10,1,4,3,10,7,0,64,10,1037,20.75,10,3,5,116,116,116,0,1,8.7,météo très défavorable
23/01/2020,11,3,3,4,10,7,0,69,10,1030,21,11,5,6,116,116,116,0,1,8.7,météo très défavorable
24/01/2020,9,4,3,4,9,7,0.8,77,8,1027,44.5,9,5,6,116,116,266,0,1,7,météo très défavorable
25/01/2020,10,4,4,4,10,8,0.4,77,9.875,1025,56.875,10,5,5,116,116,176,0,1,7,météo très défavorable
26/01/2020,6,0,4,4,6,5,8,95,8.625,1022,75.25,6,6,4,116,296,296,0,1,3.5,météo très défavorable
27/01/2020,9,3,8,3,8,6,0.3,78,9.375,1022,70.875,9,4,3,116,122,122,0,1,3.5,météo très défavorable
28/01/2020,7,4,11,6,6,5,14.8,91,7.625,1014,91.5,7,5,4,266,353,353,0,1,3.5,météo très défavorable
29/01/2020,4,1,2,4,3,2,37.1,99,7,1022,92.75,4,4,3,302,302,302,0,1,3.5,météo très défavorable
30/01/2020,9,-1,6,3,9,5,9.8,81,9.125,1022,58.625,9,7,5,116,116,299,0,1,5.3,météo très défavorable
31/01/2020,11,8,3,8,11,10,3.8,93,5.75,1020,71.875,11,10,10,263,176,263,0,1,3.7,météo défavorable
01/02/2020,10,6,9,6,10,9,3.3,93,9.375,1021,45.875,10,9,7,116,116,293,0,1,7,météo défavorable
02/02/2020,10,5,6,7,9,8,27.5,99,7.25,1023,79.625,10,10,7,116,296,308,0,1,3.7,météo très défavorable
03/02/2020,14,7,5,11,14,11,0.6,77,10,1025,34.5,14,10,11,119,116,116,0,1,8.7,météo correcte
04/02/2020,9,2,13,8,4,2,20.4,97,7,1025,85.125,9,5,-1,122,353,320,4.3,1,3.7,météo très défavorable
05/02/2020,5,1,16,2,5,3,10.3,88,6.625,1030,66.375,5,2,-1,338,176,176,8.7,1,7,météo très défavorable
06/02/2020,7,1,3,1,7,5,0,65,10,1030,45.125,7,0,4,122,122,116,0,1,7,météo très défavorable
07/02/2020,13,3,5,3,11,11,0,60,10,1028,1.625,14,1,6,113,113,113,0,1,8.7,météo correcte
08/02/2020,13,3,5,3,11,12,0,69,10,1028,35,14,2,5,122,116,113,0,1,8.7,météo correcte
09/02/2020,11,2,10,3,10,7,0,69,10,1029,36.625,11,2,4,116,116,116,0,1,8.7,météo très défavorable
10/02/2020,12,7,11,9,11,9,3,79,9.25,1025,76.5,12,7,8,176,353,176,0,1,3.8,météo défavorable
11/02/2020,7,1,6,7,5,4,18.2,97,7.875,1022,87.125,7,6,2,266,302,353,0,1,3.8,météo très défavorable
12/02/2020,5,-3,9,2,5,2,1.4,86,9.375,1026,45,5,1,1,182,116,116,0.1,1,10.6,météo très défavorable
13/02/2020,6,-4,14,2,6,1,8.3,90,9.125,1022,73.25,6,4,0,122,122,302,0,1,5.3,météo très défavorable
14/02/2020,8,4,10,5,7,6,6.6,93,9.375,1026,64.625,8,4,3,296,176,176,0,1,6.9,météo très défavorable
15/02/2020,15,3,6,4,13,14,0,62,10,1027,21.375,16,5,7,122,113,113,0,1,10.6,météo correcte
16/02/2020,15,5,10,6,14,13,0,66,10,1028,20.5,15,6,8,116,116,116,0,1,10.7,météo correcte
17/02/2020,11,4,12,7,11,8,7.2,94,9.375,1026,66.875,11,7,7,116,119,296,0,1,5.4,météo très défavorable
18/02/2020,7,3,10,3,6,5,3.7,91,7.625,1030,58.875,7,5,2,143,116,116,0,1,10.7,météo très défavorable
19/02/2020,3,2,8,2,3,3,7.5,96,7.625,1029,60.125,3,3,1,116,302,266,0,1,5.4,météo très défavorable
20/02/2020,14,2,4,2,11,12,0,71,10,1027,13.875,14,6,6,116,116,113,0,1,10.8,météo correcte
21/02/2020,8,-2,10,5,8,4,0.2,89,9,1029,39.375,8,5,2,176,116,116,0,1,10.8,météo très défavorable
22/02/2020,16,4,5,4,14,12,0,73,10,1033,8.125,16,7,8,116,116,113,0,1,10.9,météo correcte
23/02/2020,17,7,8,7,16,13,0,68,10,1033,7.25,17,7,11,116,116,116,0,1,10.9,météo correcte
24/02/2020,17,7,5,7,15,14,0,76,10,1029,1.125,17,10,11,116,113,113,0,1,10.9,météo correcte
25/02/2020,10,5,5,7,10,7,9.3,94,9,1018,54.25,10,7,6,113,116,302,0,1,7,météo très défavorable
26/02/2020,5,-4,12,3,1,0,32.9,93,5.375,1016,93.125,5,4,-3,317,338,371,15,1,5.5,météo très défavorable
27/02/2020,4,-3,14,0,4,1,22.5,97,7.5,1019,81.75,4,4,0,116,122,302,7.6,1,5.5,météo très défavorable
28/02/2020,8,0,6,0,7,6,4.6,75,9.375,1022,41.75,8,2,2,323,116,119,0,1,11,météo très défavorable
29/02/2020,8,0,15,5,8,5,3.6,88,9.75,1017,58.75,8,5,3,116,116,176,0,1,8.6,météo très défavorable
01/03/2020,10,5,12,6,10,8,17.9,85,8.625,1010,69.125,10,6,6,296,116,200,0,2,8.6,météo très défavorable
02/03/2020,6,3,11,5,6,4,73.6,99,7.5,1006,95.75,6,5,2,176,302,308,0,2,5.6,météo très défavorable
03/03/2020,5,-1,8,-1,4,3,11.9,93,8,1009,67,5,2,0,371,323,122,3.7,1,8.6,météo très défavorable
04/03/2020,8,-1,7,2,6,6,0.2,83,9.625,1016,61.25,8,2,1,326,119,116,0.1,3,10.1,météo très défavorable
05/03/2020,8,2,11,6,7,6,29,95,8,1014,90,8,7,4,293,302,296,0,2,5.6,météo très défavorable
06/03/2020,6,1,8,2,6,4,12.6,91,6.75,1008,73.25,6,5,2,299,182,176,1.1,1,5.6,météo très défavorable
07/03/2020,5,1,11,2,5,4,1.3,90,9,1023,78.5,5,2,0,362,116,176,0.1,1,5.6,météo très défavorable
08/03/2020,12,1,4,1,11,10,0,64,10,1024,23.125,12,1,5,116,116,116,0,3,11.3,météo très défavorable
09/03/2020,6,2,11,4,5,4,15,91,7.625,1022,80.625,7,4,1,296,353,296,0,2,5.7,météo très défavorable
10/03/2020,7,1,6,3,6,6,11.8,97,6.875,1023,81,8,7,5,122,266,302,0,2,5.9,météo très défavorable
11/03/2020,15,7,8,7,14,13,0,89,6.625,1022,54,15,12,10,143,116,119,0,3,8.8,météo correcte
12/03/2020,17,9,4,9,17,14,0.7,82,9.375,1022,40.875,17,11,13,116,116,122,0,4,8.8,météo correcte
13/03/2020,11,5,9,8,7,8,18.3,92,8.5,1020,80.25,11,11,5,302,119,119,0,2,5.9,météo très défavorable
14/03/2020,10,2,9,3,10,7,0,81,8,1021,26.125,10,4,5,116,116,116,0,3,11.6,météo très défavorable
15/03/2020,15,3,11,4,13,13,0,74,10,1022,11.125,16,6,8,116,116,116,0,4,11.6,météo correcte
16/03/2020,16,5,5,5,16,15,0,74,10,1026,15,17,7,10,116,116,116,0,4,11.6,météo correcte
17/03/2020,15,7,6,7,15,12,0,76,10,1030,25.25,15,7,11,116,116,116,0,4,11.6,météo correcte
18/03/2020,16,7,6,8,16,13,0,80,10,1030,22.25,16,10,12,116,116,116,0,4,11.6,météo correcte
19/03/2020,16,6,4,10,16,12,8.5,79,9.25,1026,57.875,16,10,12,116,116,356,0,4,7.4,météo correcte
20/03/2020,12,5,5,10,12,8,1.2,72,9.625,1023,51.625,12,7,8,116,116,176,0,4,7.4,météo très défavorable
21/03/2020,14,7,6,7,14,12,0.7,78,9.875,1019,37.625,14,7,12,116,116,176,0,4,10.2,météo correcte
22/03/2020,14,8,7,9,14,11,6.7,85,8.75,1019,72.375,14,9,11,353,176,356,0,4,7.5,météo défavorable
23/03/2020,13,5,8,7,13,9,1.3,80,9.5,1023,61.375,13,8,9,122,116,353,0,3,11.6,météo correcte
24/03/2020,6,-1,6,4,4,3,1.7,91,9.875,1024,69.625,6,3,3,116,119,353,0,1,7.5,météo très défavorable
25/03/2020,6,-2,6,1,6,1,4.1,73,8.125,1024,68.875,6,0,-1,323,176,176,0.5,1,6.1,météo très défavorable
26/03/2020,7,1,9,1,5,5,1.8,70,8,1016,53.75,7,0,3,335,176,116,0.7,1,10.2,météo très défavorable
27/03/2020,12,2,7,3,11,9,0,75,10,1016,26.125,12,4,6,116,116,116,0,3,11.6,météo très défavorable
28/03/2020,13,4,8,4,13,10,0.1,85,9.375,1018,48,13,7,8,116,116,176,0,3,11.6,météo correcte
29/03/2020,8,2,8,7,7,5,2.8,97,4.875,1016,88.125,8,7,3,116,143,266,0,2,6.4,météo très défavorable
30/03/2020,7,3,9,3,6,5,1,89,7.5,1016,91.5,7,3,3,143,122,122,0,2,6.4,météo très défavorable
31/03/2020,9,1,9,1,9,7,0,70,8,1020,19,9,2,5,143,116,116,0,3,11.6,météo très défavorable
